College_ID,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
CLG0080,7.32,7.33,9,No,10,10,3,No
CLG0099,9.89,9.83,6,No,0,8,4,Yes
CLG0088,8.39,8.31,8,No,7,1,4,No
CLG0059,7.04,7.08,3,No,3,9,1,No
CLG0090,5.13,5.61,8,No,4,4,2,No
CLG0007,7.83,8.14,9,Yes,9,4,4,No
CLG0025,5.48,5.88,7,No,9,8,2,No
CLG0045,9.17,8.7,4,No,0,8,4,Yes
CLG0090,8.76,8.4,6,Yes,9,6,2,No
CLG0026,7.3,6.88,6,Yes,6,4,2,No
CLG0030,7.15,6.91,2,No,10,3,2,No
CLG0066,9.49,9.43,2,Yes,1,5,1,No
CLG0053,6.44,6.58,5,No,5,8,0,No
CLG0073,6.25,6.25,1,No,8,7,5,No
CLG0039,9.7,10.1,5,Yes,1,8,2,Yes
CLG0011,9.05,9.49,10,Yes,5,1,0,No
CLG0079,9.1,8.76,3,No,4,4,5,No
CLG0012,5.98,6.33,3,Yes,1,9,0,No
CLG0099,5.72,5.7,8,Yes,8,6,0,No
CLG0050,5.13,5.08,3,Yes,1,10,4,No
CLG0056,6.19,6.47,3,Yes,0,8,3,No
CLG0040,8.87,8.46,1,No,8,8,5,Yes
CLG0016,6.2,6.58,8,No,8,5,0,No
CLG0049,8.65,8.82,10,Yes,8,8,2,Yes
CLG0032,6.26,6.64,10,No,7,4,3,No
CLG0082,6.98,7.47,6,Yes,3,6,4,No
CLG0045,9.92,9.94,8,No,8,7,1,No
CLG0085,6.22,5.81,3,No,1,6,0,No
CLG0080,6.88,6.55,6,Yes,0,6,0,No
CLG0071,6.51,6.33,2,Yes,9,8,4,No
CLG0005,5.55,5.15,3,No,6,5,2,No
CLG0044,7.45,7.77,4,No,5,8,5,No
CLG0041,6.89,6.69,9,No,2,9,5,No
CLG0097,8.47,8.95,4,No,1,4,5,No
CLG0095,9.09,9.29,7,No,7,3,2,No
CLG0085,7.72,7.39,8,Yes,3,5,3,No
CLG0067,5.16,5.14,5,No,5,10,3,No
CLG0074,8.09,8.06,2,No,3,10,2,Yes
CLG0075,5.28,5.27,8,No,10,5,1,No
CLG0022,8.08,8.12,5,Yes,8,7,2,No
CLG0017,8.43,7.96,5,No,4,3,1,No
CLG0089,5.99,6.18,7,No,5,10,4,No
CLG0092,9.1,9.09,6,No,8,9,5,Yes
CLG0050,9.56,9.85,3,No,5,6,1,No
CLG0084,9.07,9.39,7,No,1,10,5,Yes
CLG0094,6.53,6.26,1,No,10,9,4,Yes
CLG0031,7.93,7.48,4,Yes,0,1,5,No
CLG0013,9.57,9.77,4,No,8,2,5,No
CLG0074,6.6,7.08,6,No,1,10,0,No
CLG0051,9.1,9.05,6,No,1,2,2,No
CLG0033,5.05,4.81,10,Yes,3,8,3,No
CLG0020,5.02,4.68,8,Yes,9,4,0,No
CLG0048,8.8,8.59,1,No,9,7,3,Yes
CLG0078,8.81,8.64,7,No,2,4,1,No
CLG0072,8.94,8.86,4,No,6,4,2,No
CLG0072,9.65,9.81,6,No,6,8,2,Yes
CLG0092,5.59,5.36,10,Yes,2,10,2,No
CLG0074,6.16,5.71,9,No,2,4,0,No
CLG0014,9.52,9.39,3,No,8,3,4,No
CLG0062,5.89,6.25,8,No,6,10,1,No
CLG0051,8.41,8.41,3,Yes,2,9,0,Yes
CLG0078,7.65,8.11,6,No,2,3,0,No
CLG0070,5.42,5.42,2,Yes,2,5,4,No
CLG0098,6.43,6.21,9,Yes,8,1,3,No
CLG0081,7.6,7.29,2,No,7,9,3,No
CLG0021,9.26,9.45,5,No,6,6,2,No
CLG0092,8.54,8.58,6,No,7,5,0,No
CLG0038,8.11,8.21,4,No,0,4,4,No
CLG0015,7.48,7.74,7,No,8,8,4,No
CLG0036,6.49,6.72,7,Yes,4,2,3,No
CLG0100,5.6,5.14,7,No,4,10,4,No
CLG0009,7.05,7.35,7,Yes,4,5,3,No
CLG0099,5.14,5.17,10,Yes,8,8,3,No
CLG0059,6.06,5.95,10,Yes,4,1,5,No
CLG0082,7.16,7.2,9,No,1,3,0,No
CLG0054,7.09,7.2,2,Yes,5,7,5,No
CLG0017,5.22,4.87,5,Yes,6,10,1,No
CLG0082,7.95,7.87,10,No,10,5,5,No
CLG0004,7.75,7.59,9,Yes,6,10,2,No
CLG0084,5.39,5.24,2,Yes,6,9,1,No
CLG0013,9.72,9.31,3,Yes,10,1,4,No
CLG0075,5.5,5.16,7,No,1,7,5,No
CLG0043,9.27,8.93,9,No,5,10,1,No
CLG0097,5,4.87,3,Yes,8,6,1,No
CLG0092,9.41,9.8,10,No,0,10,3,Yes
CLG0008,5.1,4.81,8,No,2,4,0,No
CLG0020,8.79,8.71,8,Yes,5,10,4,Yes
CLG0082,6.81,6.62,4,No,6,10,2,No
CLG0071,8.69,8.98,6,No,1,6,3,No
CLG0061,7.01,6.56,8,Yes,9,10,2,No
CLG0044,5.35,5.05,9,Yes,7,9,0,No
CLG0097,8.84,8.55,2,No,10,9,1,Yes
CLG0051,5.36,5.85,1,Yes,5,2,5,No
CLG0058,9.61,9.68,5,Yes,8,9,1,No
CLG0075,5.25,4.89,10,No,8,2,0,No
CLG0030,7.4,7.17,3,Yes,8,6,4,No
CLG0099,8.62,8.29,6,No,8,7,3,No
CLG0084,6.97,6.59,1,Yes,1,9,1,No
CLG0010,6.09,6.39,4,Yes,9,6,5,No
CLG0094,8.8,8.8,6,No,9,8,0,No
CLG0018,8.92,9.05,2,No,6,10,3,Yes
CLG0025,9.61,9.44,8,No,4,3,3,No
CLG0096,6.88,6.93,4,No,8,10,0,No
CLG0034,7.53,7.29,2,No,0,6,1,No
CLG0044,6.82,6.63,1,No,9,2,4,No
CLG0039,6.29,6.44,8,No,6,1,1,No
CLG0095,8.76,8.41,10,Yes,9,6,1,No
CLG0092,6.7,6.82,1,No,4,3,1,No
CLG0090,7.14,7.49,7,No,10,5,5,No
CLG0068,7.02,6.64,7,Yes,8,6,1,No
CLG0043,8.56,8.96,6,Yes,6,10,5,Yes
CLG0020,9.59,9.17,8,No,3,6,5,No
CLG0072,8.33,8.18,10,No,10,10,2,Yes
CLG0002,7.36,7.47,1,Yes,7,7,0,No
CLG0027,8.9,8.96,1,No,8,7,4,No
CLG0034,8.2,7.8,1,No,8,6,5,No
CLG0055,5.3,5.6,6,Yes,9,1,4,No
CLG0036,5.48,5.95,7,Yes,3,8,2,Yes
CLG0085,5.19,4.87,10,No,5,10,4,No
CLG0072,7.28,7.68,9,Yes,3,4,2,No
CLG0087,9.13,9.19,10,Yes,0,1,2,No
CLG0072,6.57,7.01,5,Yes,5,10,5,No
CLG0069,6.92,6.6,1,No,7,2,4,No
CLG0065,9.55,9.84,9,Yes,5,3,4,No
CLG0085,9.18,8.74,5,Yes,2,6,1,No
CLG0044,8.33,8.71,6,Yes,7,2,5,No
CLG0043,6.33,6.5,9,Yes,9,2,2,No
CLG0074,5.59,5.46,2,Yes,8,6,3,No
CLG0066,5.08,4.77,3,Yes,0,4,0,No
CLG0021,5.54,5.86,7,Yes,10,5,1,No
CLG0061,6.46,6.56,3,Yes,10,8,5,No
CLG0013,7.76,7.62,2,Yes,5,3,2,No
CLG0028,5.32,5.26,7,No,9,5,5,No
CLG0030,5.68,6.01,8,No,7,1,1,No
CLG0082,5.91,5.75,9,No,1,10,1,No
CLG0002,8.16,7.75,2,No,3,4,5,No
CLG0058,8.08,8.49,2,No,0,5,5,No
CLG0083,7.75,7.64,7,Yes,3,4,0,No
CLG0021,6.25,6.1,4,No,1,9,4,Yes
CLG0090,6.86,6.56,5,No,2,8,4,Yes
CLG0046,5.48,5.88,1,Yes,3,2,5,No
CLG0089,6.13,5.85,6,No,2,9,0,No
CLG0083,9.49,9.63,10,No,5,2,5,No
CLG0025,9.9,10.28,8,No,6,6,1,No
CLG0057,8.24,7.77,1,No,10,2,2,No
CLG0020,9.58,9.91,2,Yes,6,6,4,No
CLG0006,8.21,8.12,7,Yes,0,6,3,No
CLG0018,5.17,5.33,2,Yes,4,7,5,No
CLG0049,9.98,9.85,9,Yes,2,10,5,Yes
CLG0082,5.49,5.69,6,No,0,5,2,No
CLG0020,8.41,8.16,5,Yes,0,3,1,No
CLG0034,6.26,5.78,7,No,1,2,3,No
CLG0010,6.96,7.41,10,Yes,9,4,2,No
CLG0033,8.23,7.75,8,Yes,7,1,0,No
CLG0055,7.18,7.5,9,No,3,2,3,No
CLG0019,6.25,5.92,6,No,9,8,5,Yes
CLG0066,6.67,6.56,5,No,2,5,1,No
CLG0047,6.71,7.03,7,No,7,5,5,No
CLG0049,9.8,9.51,2,Yes,1,3,3,No
CLG0067,8.99,9.36,8,No,8,1,0,No
CLG0030,7.29,7.29,4,No,3,6,4,No
CLG0083,6,5.87,1,Yes,10,1,4,No
CLG0085,9.06,9.22,3,Yes,8,4,5,Yes
CLG0059,5.79,5.63,9,No,0,4,4,No
CLG0078,6.05,5.9,4,Yes,4,3,0,No
CLG0031,6.83,7.06,10,No,9,4,5,No
CLG0021,9.4,9.21,10,No,6,6,2,No
CLG0017,5.66,5.36,3,Yes,10,6,0,No
CLG0053,5.61,5.92,4,Yes,3,6,3,No
CLG0051,7.47,7.78,3,No,4,6,2,No
CLG0024,6.38,6.38,3,No,10,4,4,No
CLG0040,7.84,7.87,2,Yes,8,7,5,No
CLG0098,7.26,7.46,6,No,5,7,0,No
CLG0047,7.17,7.18,10,No,5,2,1,No
CLG0020,5.56,5.48,6,Yes,1,6,4,No
CLG0016,5.71,6.2,10,No,0,5,1,No
CLG0058,9.11,8.76,4,No,3,10,5,Yes
CLG0049,9.43,9.52,8,Yes,9,1,2,Yes
CLG0042,6.17,6.56,6,No,2,3,4,No
CLG0012,5.57,5.76,8,No,10,9,5,No
CLG0041,5.27,5.65,6,Yes,6,9,0,No
CLG0058,8.04,7.88,9,Yes,6,10,1,No
CLG0060,8.58,8.35,3,No,5,9,0,No
CLG0024,6.86,7.21,3,Yes,4,10,4,No
CLG0013,8.4,8.29,2,No,2,5,0,No
CLG0034,8.56,8.77,10,No,3,6,4,No
CLG0061,9.68,9.33,6,No,4,9,3,Yes
CLG0027,5.32,5.58,7,No,3,4,0,No
CLG0085,5.96,6.01,7,Yes,2,4,3,No
CLG0067,5.34,5.11,5,No,1,9,1,No
CLG0014,9.34,9.33,6,No,4,7,5,No
CLG0041,8.96,9.16,7,No,1,6,0,No
CLG0057,7.87,7.38,2,No,1,10,0,No
CLG0030,5.42,5.56,10,No,1,6,1,No
CLG0045,6.37,6.41,7,Yes,1,5,0,No
CLG0074,6.49,6.21,1,No,7,4,4,No
CLG0001,7.8,8.05,6,Yes,6,3,3,No
CLG0092,6.29,6.09,8,Yes,8,7,2,No
CLG0083,5.36,5.14,1,Yes,2,5,4,No
CLG0094,8.65,8.62,1,Yes,0,2,2,No
CLG0084,6.5,6.68,6,No,5,3,1,No
CLG0052,7.26,7.69,5,Yes,8,5,1,No
CLG0020,5.64,5.28,3,No,0,9,0,No
CLG0023,9.01,8.91,10,No,0,6,4,No
CLG0095,7.83,7.4,10,No,3,2,5,No
CLG0096,9.51,9.77,7,No,9,8,2,Yes
CLG0090,7.48,7.43,7,No,0,6,3,No
CLG0078,9.71,9.92,7,No,8,6,5,No
CLG0006,9.46,9.28,6,No,5,8,4,Yes
CLG0033,7.88,8.22,4,Yes,4,7,5,No
CLG0008,9.67,9.7,9,No,10,5,1,No
CLG0063,6.62,7.06,9,No,4,9,4,No
CLG0004,6.83,6.41,7,No,10,1,3,No
CLG0013,5.23,5.24,7,Yes,10,4,4,No
CLG0035,7.95,8.22,8,No,10,10,0,No
CLG0093,8.61,8.71,5,Yes,1,9,5,Yes
CLG0089,8.87,8.39,9,No,2,2,3,No
CLG0034,5.75,6.22,6,No,6,3,2,No
CLG0056,7.22,7.02,7,Yes,3,3,1,No
CLG0011,5.88,5.63,7,No,5,6,4,No
CLG0038,8.31,8.3,9,Yes,7,3,3,No
CLG0093,5.79,5.83,7,No,0,3,0,No
CLG0045,9.52,9.79,3,No,10,5,0,No
CLG0086,6.15,6.04,6,Yes,5,3,2,No
CLG0058,6.46,6.4,6,No,0,5,1,No
CLG0034,9.25,9.28,7,Yes,7,3,0,No
CLG0075,7.29,7.18,6,Yes,3,2,1,No
CLG0092,5.12,5.53,4,No,4,8,3,No
CLG0072,7.47,7.82,6,Yes,9,3,4,No
CLG0024,5.42,5.37,3,No,1,6,2,No
CLG0074,9.93,9.43,1,No,2,2,0,No
CLG0079,7.94,8.34,1,Yes,6,1,4,No
CLG0063,6.28,5.9,5,No,6,8,0,No
CLG0039,7.82,7.56,8,No,10,3,2,No
CLG0021,5.38,5.03,3,No,7,2,0,No
CLG0100,9,8.68,2,No,2,2,2,No
CLG0036,9.63,9.93,8,No,1,5,4,No
CLG0048,9.37,9.45,9,No,1,6,3,No
CLG0084,6.71,7.17,9,No,5,2,2,No
CLG0013,6.63,6.36,2,No,1,6,3,No
CLG0002,5.18,5.17,8,No,10,1,1,No
CLG0027,8.26,8.74,2,No,3,9,4,Yes
CLG0007,7.67,8,7,No,8,4,2,No
CLG0090,7.3,7.53,8,No,9,5,4,No
CLG0094,9.54,9.23,1,No,2,3,5,Yes
CLG0019,5.84,6.11,8,Yes,0,6,3,No
CLG0040,5.05,4.9,3,Yes,1,1,3,No
CLG0021,5.37,5.4,1,No,9,7,4,No
CLG0058,6.12,6.23,7,No,9,8,4,No
CLG0026,5.17,5.28,10,No,6,3,5,No
CLG0074,7.51,7.74,3,No,8,2,3,No
CLG0036,6.57,6.73,8,Yes,8,4,5,No
CLG0044,5.9,5.47,9,Yes,3,8,5,Yes
CLG0064,8.75,8.71,2,No,7,8,4,Yes
CLG0027,6.02,6.18,1,Yes,0,8,5,No
CLG0008,8.44,8.24,8,No,10,2,3,No
CLG0090,6.75,6.56,10,Yes,10,4,1,No
CLG0001,7.56,7.18,6,No,5,10,3,No
CLG0023,9.67,9.59,10,Yes,7,1,5,Yes
CLG0073,5.19,5.68,1,Yes,1,7,0,No
CLG0031,7.5,7.29,3,Yes,7,10,3,No
CLG0007,9.27,9.3,9,No,3,6,1,No
CLG0009,7.94,8.18,9,No,1,7,3,No
CLG0071,6.38,5.89,6,Yes,3,10,4,No
CLG0092,6.99,7.39,3,Yes,7,5,5,No
CLG0098,8.4,8.29,8,No,3,6,1,No
CLG0053,9.45,9.82,6,No,7,6,2,No
CLG0016,5.21,4.75,1,Yes,6,6,3,No
CLG0074,5.36,5.01,6,No,4,9,4,No
CLG0024,6.63,6.45,5,Yes,7,4,2,No
CLG0074,6.16,6.01,8,No,1,2,2,No
CLG0046,6.32,6.67,2,Yes,2,9,2,No
CLG0029,6.11,5.62,7,No,3,10,0,No
CLG0089,5.98,6.12,6,No,9,7,5,No
CLG0030,5.65,5.28,1,No,4,5,4,No
CLG0051,9.67,9.99,8,No,4,6,0,No
CLG0083,5.72,6,6,Yes,0,7,4,No
CLG0031,6.02,6.02,3,Yes,0,5,4,No
CLG0030,6.23,5.94,5,Yes,10,5,5,No
CLG0034,9.67,9.8,7,No,0,6,1,No
CLG0092,8.78,8.44,9,No,4,8,2,Yes
CLG0019,8.95,8.64,4,Yes,1,2,3,No
CLG0075,5.52,5.65,2,No,2,10,1,No
CLG0028,9.18,9.67,3,Yes,7,9,3,Yes
CLG0006,7.04,7.43,7,Yes,9,10,5,No
CLG0017,6.31,6.4,8,Yes,7,5,2,No
CLG0091,7.88,7.92,5,Yes,9,4,4,No
CLG0036,9.11,9.61,3,Yes,1,8,5,Yes
CLG0001,8.89,8.94,1,No,7,4,1,No
CLG0016,9.45,9.37,10,No,10,2,0,No
CLG0068,9.64,10.05,1,No,8,5,4,Yes
CLG0047,6.19,5.92,2,No,9,5,5,No
CLG0023,7.12,6.72,5,No,9,4,0,No
CLG0096,5.07,5.2,3,Yes,5,3,4,No
CLG0067,9.4,9,7,No,0,5,4,No
CLG0062,5.77,5.64,2,No,10,9,2,Yes
CLG0085,9.31,9.23,2,No,10,9,1,Yes
CLG0088,6.65,6.7,3,No,2,9,5,No
CLG0015,6.84,7.33,1,No,4,6,5,No
CLG0075,5.2,4.92,2,No,2,8,5,No
CLG0067,6.63,6.51,5,Yes,2,1,3,No
CLG0083,9.44,9.07,3,No,8,1,2,No
CLG0043,5.13,5.24,10,Yes,4,7,3,No
CLG0008,7.03,7.26,6,Yes,7,5,4,No
CLG0098,5.16,5.14,2,No,6,2,0,No
CLG0098,6.85,6.6,8,No,3,4,3,No
CLG0044,5.86,5.98,4,No,2,4,0,No
CLG0026,6.26,6.3,3,No,2,6,3,No
CLG0067,9.39,9.06,5,Yes,10,8,0,No
CLG0032,7.18,7.09,8,No,1,3,2,No
CLG0064,6.37,6.31,9,Yes,4,7,3,No
CLG0043,7.95,8.43,1,No,1,2,2,No
CLG0074,5.71,6.06,4,No,1,9,2,Yes
CLG0074,6.3,6.53,6,No,3,7,0,No
CLG0062,7.73,8.12,6,No,5,1,3,No
CLG0011,6.19,6.43,9,Yes,5,4,3,No
CLG0078,8.4,8.8,1,No,7,2,1,No
CLG0095,7.46,7.01,5,No,10,10,0,No
CLG0009,8.86,8.82,10,Yes,5,5,3,No
CLG0048,9.74,9.99,1,No,5,9,4,Yes
CLG0006,5.58,5.66,6,No,3,3,1,No
CLG0054,6.67,6.35,9,Yes,4,5,3,No
CLG0062,6.6,6.44,4,No,10,10,0,No
CLG0054,5.76,5.58,10,No,6,2,5,No
CLG0099,9.05,8.81,10,Yes,9,4,4,No
CLG0098,8.8,8.64,9,No,10,2,3,No
CLG0056,7.42,7.43,3,No,8,8,2,No
CLG0082,7.69,8.04,7,No,3,7,2,Yes
CLG0087,5.3,5.54,5,No,9,7,4,No
CLG0030,7.78,8.12,10,No,0,7,4,Yes
CLG0003,8.96,9.34,1,No,5,9,4,Yes
CLG0061,7.87,7.79,7,Yes,1,2,4,No
CLG0015,6.33,6.18,8,No,10,6,0,No
CLG0003,8.34,7.9,6,Yes,6,4,2,No
CLG0015,6.81,7.24,1,No,5,10,3,No
CLG0067,7.72,7.29,9,No,8,6,3,No
CLG0029,7.44,7.68,7,Yes,5,9,2,Yes
CLG0031,6.91,6.79,6,No,5,1,3,No
CLG0071,8.59,9.04,4,No,3,2,5,No
CLG0071,9.42,9.34,3,No,8,6,2,No
CLG0055,5.03,5.35,4,Yes,2,7,5,No
CLG0075,9.67,9.45,1,No,0,3,5,Yes
CLG0092,7.56,7.36,9,No,10,1,1,No
CLG0100,8.5,8.6,2,No,9,7,2,No
CLG0043,9.28,9.78,2,No,7,2,3,No
CLG0025,7.34,7.36,3,No,7,6,1,No
CLG0081,9.17,9.61,1,No,10,4,3,No
CLG0055,5.89,6.18,10,No,0,10,0,No
CLG0050,5.8,6.1,3,Yes,8,4,5,No
CLG0038,8.29,8.23,4,No,1,9,3,Yes
CLG0060,9.35,9.24,9,No,5,7,1,No
CLG0085,9.46,9.15,5,No,8,1,2,No
CLG0052,8.22,8.68,6,No,5,4,3,No
CLG0084,7.63,8.09,1,No,6,10,2,Yes
CLG0074,6.66,6.91,3,Yes,8,6,3,No
CLG0070,9.9,9.7,7,Yes,4,2,4,Yes
CLG0076,6.6,6.35,7,No,0,4,5,No
CLG0081,8.72,9.21,10,Yes,8,2,3,No
CLG0045,7.66,7.23,1,Yes,9,1,5,No
CLG0097,8.04,8.38,9,No,6,1,4,No
CLG0100,6.97,6.83,1,No,7,9,3,No
CLG0019,9.82,9.74,7,No,1,9,3,Yes
CLG0005,7.86,8.19,2,No,4,4,4,No
CLG0042,9.69,9.28,9,No,7,8,5,Yes
CLG0093,5.04,4.89,9,Yes,6,10,5,No
CLG0030,7.86,8.31,9,No,6,7,0,No
CLG0065,8.59,8.79,4,No,3,5,2,Yes
CLG0076,8.73,8.98,6,No,1,10,1,Yes
CLG0079,9.52,9.78,2,No,9,2,5,No
CLG0005,5.02,4.58,3,Yes,2,9,5,Yes
CLG0038,5,4.7,6,No,8,7,3,No
CLG0011,7.36,7.35,1,No,3,4,1,No
CLG0084,5.15,5.02,7,Yes,0,10,0,No
CLG0029,9.87,9.78,2,No,9,2,3,No
CLG0014,6.11,6.39,8,No,3,2,4,No
CLG0090,7.36,6.87,5,No,7,3,4,No
CLG0098,5.31,5.47,7,Yes,7,6,3,No
CLG0074,7.61,7.11,8,No,9,1,4,No
CLG0091,6.9,6.46,3,Yes,9,5,0,No
CLG0089,5.22,5.13,6,Yes,1,10,2,No
CLG0010,6.68,7.02,9,No,9,3,2,No
CLG0039,6.96,6.6,4,No,3,7,0,No
CLG0060,9.95,10,10,No,6,7,4,Yes
CLG0096,6.04,6.22,7,No,7,10,2,No
CLG0098,7.72,7.45,1,No,0,5,4,No
CLG0023,9.94,9.95,7,No,7,9,4,Yes
CLG0097,8.96,9.37,9,No,0,10,1,No
CLG0096,9.97,9.98,10,Yes,5,8,5,Yes
CLG0022,9.84,9.5,8,No,4,9,2,Yes
CLG0086,7.45,7.58,4,Yes,9,6,4,No
CLG0087,8.48,8.57,3,Yes,6,8,1,No
CLG0083,5.55,5.08,7,Yes,5,10,0,No
CLG0023,7.21,6.8,1,No,9,2,5,No
CLG0022,9.05,8.71,8,Yes,0,5,2,No
CLG0062,7.53,7.17,1,Yes,5,8,0,No
CLG0094,8.51,8.27,7,No,2,2,0,No
CLG0019,8.73,8.68,6,No,5,2,5,No
CLG0022,6.27,6.14,10,No,6,3,5,No
CLG0001,9.38,9.77,8,No,5,2,3,No
CLG0034,7.3,7.41,6,No,8,4,2,No
CLG0026,6.05,6.43,5,No,8,4,0,No
CLG0004,9.33,9.36,9,Yes,7,1,5,No
CLG0048,7.09,6.68,4,No,4,6,0,No
CLG0045,8.75,8.71,7,Yes,9,7,0,No
CLG0012,7.74,8.06,6,No,2,7,4,No
CLG0092,6.91,6.6,10,No,3,5,2,No
CLG0037,9.05,8.64,6,No,10,4,2,No
CLG0003,7.92,7.75,5,No,9,2,2,No
CLG0028,6.95,6.84,2,No,7,5,2,No
CLG0093,5.55,5.36,4,No,8,4,2,No
CLG0084,9.48,9.12,1,No,7,8,0,Yes
CLG0002,5.18,4.93,9,No,9,10,1,No
CLG0056,9.32,9.5,9,Yes,2,1,3,No
CLG0065,6.8,6.69,8,No,6,7,2,No
CLG0046,8.2,8.33,4,No,10,5,4,No
CLG0100,9.61,9.65,5,No,7,10,1,No
CLG0044,5.76,5.81,1,Yes,2,5,4,No
CLG0018,7.83,7.58,4,No,0,1,0,No
CLG0073,8.82,8.84,4,No,6,9,5,Yes
CLG0037,8.79,8.31,5,No,2,7,3,No
CLG0054,7.63,7.56,2,Yes,0,2,0,No
CLG0025,8.12,8.19,2,No,6,5,0,No
CLG0083,8.79,8.47,2,No,10,8,5,Yes
CLG0062,9.21,8.97,8,Yes,6,7,2,No
CLG0025,8.81,8.53,2,No,3,2,5,No
CLG0052,6.77,6.34,6,Yes,1,7,5,No
CLG0063,9.98,9.83,2,Yes,9,6,4,No
CLG0015,7.17,7.65,8,Yes,4,8,2,No
CLG0046,5.12,4.97,1,Yes,10,9,0,No
CLG0056,6.81,6.77,2,No,10,7,3,No
CLG0026,5.64,5.79,5,No,8,8,1,No
CLG0064,5.61,5.76,6,No,5,10,0,No
CLG0020,6.41,6.86,9,No,9,7,0,No
CLG0067,5.27,5.63,6,No,8,7,0,No
CLG0025,8.44,8.73,8,Yes,0,1,4,Yes
CLG0021,5.37,5.82,7,No,1,5,1,No
CLG0034,6.02,5.75,1,No,10,10,3,No
CLG0088,5.46,5.58,2,Yes,5,5,0,No
CLG0025,5.32,5.71,4,Yes,2,4,1,No
CLG0065,6.34,6.46,1,No,1,1,0,No
CLG0029,7.86,8.34,8,No,5,7,5,No
CLG0032,9.82,9.42,4,Yes,6,8,1,No
CLG0001,9.38,9.32,7,No,3,5,1,No
CLG0035,9.38,9.86,7,Yes,9,4,4,No
CLG0056,5.88,5.76,8,No,8,9,4,No
CLG0016,6.32,6.56,9,No,10,3,1,No
CLG0032,5.38,4.91,9,No,2,3,2,No
CLG0079,8.89,9.08,7,No,1,4,0,No
CLG0005,5.35,5.78,9,Yes,10,7,4,No
CLG0010,7.78,7.66,5,No,4,2,5,No
CLG0086,6.24,5.76,10,Yes,8,8,1,No
CLG0072,6.22,5.75,4,Yes,0,2,5,No
CLG0079,9.95,10.34,3,No,5,4,2,No
CLG0020,8.78,9,6,Yes,7,2,1,No
CLG0089,9.18,8.79,10,No,6,9,3,Yes
CLG0012,7.86,7.41,9,No,5,4,1,No
CLG0090,9.36,9.66,4,Yes,2,5,3,No
CLG0068,8.23,8.54,2,Yes,8,9,4,Yes
CLG0063,9.73,9.35,3,No,4,2,4,No
CLG0026,6.41,6.21,3,Yes,0,4,1,No
CLG0060,7.98,8.26,2,No,8,6,4,No
CLG0074,8.45,8.48,9,Yes,9,1,1,No
CLG0061,6.96,7.42,4,Yes,8,1,5,No
CLG0015,9.4,9.38,3,No,0,7,1,No
CLG0005,9.9,10.08,10,No,6,6,3,Yes
CLG0032,7.47,7.48,6,No,8,4,0,No
CLG0096,6.95,7.39,8,No,1,5,1,No
CLG0022,7.36,7.26,8,No,9,5,0,No
CLG0022,9.26,8.99,10,No,5,9,2,Yes
CLG0012,8.23,8.06,6,No,9,5,4,No
CLG0064,5.22,5.57,5,Yes,0,2,2,No
CLG0075,7.71,7.71,7,No,2,7,2,No
CLG0088,5.09,4.94,3,Yes,10,10,1,No
CLG0080,8.89,8.93,10,No,4,9,2,Yes
CLG0016,6.64,6.27,2,No,6,7,1,No
CLG0065,7.36,6.87,8,No,10,8,4,No
CLG0051,8.99,8.77,9,No,4,10,4,Yes
CLG0087,5.23,5.34,6,No,7,3,2,No
CLG0092,5.79,6,4,No,4,9,1,No
CLG0032,6.99,7.32,6,No,5,7,3,No
CLG0053,6.15,6.58,7,Yes,1,10,3,Yes
CLG0100,6.69,6.6,8,Yes,4,4,0,No
CLG0003,9.99,10.23,3,No,6,10,0,No
CLG0013,9.13,8.7,6,No,0,7,5,No
CLG0092,9.42,8.98,10,No,9,3,0,No
CLG0092,9.69,9.31,6,No,8,10,2,Yes
CLG0058,6.7,6.65,10,Yes,8,7,1,No
CLG0045,6.49,6.2,7,No,7,3,0,No
CLG0024,6.17,5.96,4,No,10,2,1,No
CLG0051,9.15,9.3,6,Yes,8,1,2,No
CLG0013,8.4,8.26,2,No,4,6,1,No
CLG0024,6.18,6.24,8,Yes,6,3,5,No
CLG0005,6.88,6.79,3,No,0,10,1,No
CLG0081,7.53,7.2,9,No,6,2,2,No
CLG0050,7.64,7.21,8,Yes,8,3,5,No
CLG0076,9.44,9.18,6,Yes,2,8,3,Yes
CLG0049,6.9,6.46,10,No,8,3,1,No
CLG0018,9.54,9.66,2,No,4,4,1,No
CLG0033,7.21,7.51,8,No,8,2,4,No
CLG0058,8.73,8.57,6,No,7,8,4,Yes
CLG0031,9.65,9.54,1,No,10,6,5,Yes
CLG0034,9.54,9.86,6,No,6,9,0,No
CLG0094,5.28,5,5,No,9,8,0,No
CLG0096,6.03,5.65,6,Yes,5,4,2,No
CLG0074,7.38,7.38,1,No,1,8,2,No
CLG0031,7.16,7.31,4,Yes,6,1,4,No
CLG0099,8.2,8.3,7,No,1,9,4,Yes
CLG0079,9.72,9.93,5,No,5,5,0,No
CLG0027,5.56,5.12,6,No,5,4,4,No
CLG0059,7.26,7.19,2,Yes,8,5,1,No
CLG0027,5.96,5.7,8,No,9,1,1,No
CLG0001,9.47,9.73,10,Yes,10,2,4,No
CLG0076,9.82,10.19,4,No,3,2,2,No
CLG0068,7.39,7.17,6,Yes,8,9,0,No
CLG0023,5.52,5.12,3,Yes,1,6,1,No
CLG0098,8.93,8.68,9,Yes,4,3,5,Yes
